[offtarget] Loaded 37 unique guides, max_mismatches=3
[offtarget]   NW_020190486.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190487.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190488.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190490.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190491.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190492.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190493.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190494.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190495.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190496.1 — 0.3 Mb, 0 hits in 0.00s
[offtarget]   NW_020190497.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190498.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190499.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190500.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190501.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190502.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190503.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190504.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190505.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190506.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190507.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190508.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190509.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190510.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190511.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190512.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190513.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190514.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190515.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190516.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190517.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190518.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190519.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190520.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190521.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190522.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190523.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190524.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190525.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190526.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190527.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190528.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190529.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190530.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190531.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190532.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190533.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190534.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190535.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190536.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190537.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190538.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190539.1 — 0.2 Mb, 0 hits in 0.00s
[offtarget]   NW_020190540.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190542.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190543.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190544.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190545.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190546.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190547.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190549.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190552.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190553.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190554.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190555.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190556.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190557.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190558.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190559.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190560.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190561.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190562.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190563.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190564.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190565.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190566.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190567.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190568.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190569.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190572.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190573.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190575.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190576.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190577.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190578.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190579.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190580.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190581.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190582.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190583.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190584.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190585.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190586.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190587.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190588.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190589.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190590.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190592.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190593.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190594.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190595.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190597.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190598.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190599.1 — 0.2 Mb, 0 hits in 0.00s
[offtarget]   NW_020190600.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190601.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190602.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190603.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190604.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190605.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190606.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190607.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190609.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190610.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190611.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190613.1 — 0.2 Mb, 0 hits in 0.00s
[offtarget]   NW_020190614.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190615.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190616.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190617.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190618.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190619.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190620.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190621.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190622.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190623.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190624.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190626.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190627.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190628.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190630.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190631.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190632.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190634.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190636.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190637.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190638.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190639.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190640.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190641.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190643.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190644.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190645.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190646.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190647.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190649.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190650.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190651.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190653.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190654.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190655.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190656.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190657.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190658.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190659.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190660.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190662.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190663.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190664.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190665.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190666.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190667.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190668.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190669.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190670.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190671.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190672.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190673.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190675.1 — 0.2 Mb, 0 hits in 0.00s
[offtarget]   NW_020190677.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190678.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190679.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190680.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190681.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190682.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190683.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190684.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190685.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190686.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190687.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190688.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190689.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190690.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190691.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190692.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190693.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190695.1 — 0.2 Mb, 0 hits in 0.00s
[offtarget]   NW_020190696.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190697.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190701.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190702.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190703.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190705.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190706.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190707.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190708.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190709.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190710.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190711.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190712.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190713.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190714.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190715.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190716.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190717.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190718.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190719.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190720.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190721.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190722.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190724.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190725.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190726.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190727.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190728.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190729.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190730.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190731.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190732.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190734.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190735.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190736.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190737.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190738.1 — 0.2 Mb, 0 hits in 0.00s
[offtarget]   NW_020190739.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190740.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190741.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190742.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190743.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190744.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190745.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190746.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190747.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190748.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190749.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190751.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190752.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190753.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190754.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190755.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190756.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190757.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190758.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190759.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190760.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190764.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190765.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190767.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190768.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190769.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190770.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190771.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190772.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190773.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190774.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190776.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190778.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190779.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190780.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190781.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190782.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190783.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190784.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190785.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190786.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190787.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190789.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190790.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190791.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190792.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190793.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190794.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190795.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190796.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190797.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190798.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190799.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190800.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190801.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190802.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190803.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190804.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190805.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190806.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190807.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190808.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190809.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190810.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190811.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190812.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190813.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190814.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190815.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190816.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190817.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190818.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190819.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190820.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190821.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190822.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190823.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190824.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190825.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190826.1 — 0.2 Mb, 0 hits in 0.00s
[offtarget]   NW_020190827.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190828.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190829.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190830.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190831.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190832.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190833.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190835.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190836.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190838.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190839.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190840.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190842.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190843.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190844.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190845.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190846.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190847.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190848.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190849.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190850.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190851.1 — 0.4 Mb, 0 hits in 0.00s
[offtarget]   NW_020190852.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190853.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190854.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190855.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190856.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190857.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190858.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190859.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190860.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190861.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190862.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190863.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190864.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190865.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190866.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190868.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190869.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190870.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190871.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190872.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190873.1 — 0.4 Mb, 0 hits in 0.00s
[offtarget]   NW_020190874.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190875.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190877.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190878.1 — 0.2 Mb, 0 hits in 0.00s
[offtarget]   NW_020190879.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190880.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190881.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190882.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190883.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190884.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190885.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190886.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190887.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190888.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190891.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190892.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190893.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190894.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_020190896.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_020190897.1 — 0.0 Mb, 0 hits in 0.00s
