[offtarget] Loaded 37 unique guides, max_mismatches=3
[offtarget]   NW_022175760.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175761.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175762.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175763.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175764.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175765.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175766.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175767.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175768.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175769.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175770.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175771.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175772.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175773.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175774.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175775.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175776.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175777.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175778.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175779.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175780.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175781.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175782.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175783.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175784.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175785.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175786.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175787.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175788.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175789.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175790.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175791.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175792.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175793.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175794.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175795.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175796.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175797.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175798.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175799.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175800.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175801.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175802.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175803.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175804.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175805.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175806.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175807.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175808.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175809.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175810.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175811.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175812.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175813.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175814.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175815.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175816.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175817.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175818.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175819.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175820.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175821.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175822.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175823.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175824.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175825.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175826.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175827.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175828.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175829.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175830.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175831.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175832.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175833.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175834.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175835.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175836.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175837.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175838.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175839.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175840.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175841.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175842.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175843.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175844.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175845.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175846.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175847.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175848.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175849.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175850.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175851.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175852.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175853.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175854.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175855.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175856.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175857.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175858.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175859.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175860.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175861.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175862.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175863.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175864.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175865.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175866.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175867.1 — 0.3 Mb, 0 hits in 0.00s
[offtarget]   NW_022175868.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175869.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175870.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175871.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175872.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175873.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175874.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175875.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175876.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175877.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175878.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175879.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175880.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175881.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175882.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175883.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175884.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175885.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175886.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175887.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175888.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175889.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175890.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175891.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175892.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175893.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175894.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175895.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175896.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175897.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175898.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175899.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175900.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175901.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175902.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175903.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175904.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175905.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175906.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175907.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175908.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175909.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175910.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175911.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175912.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175913.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175914.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175915.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175916.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175917.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175918.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175919.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175920.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175921.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175922.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175923.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175924.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175925.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175926.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175927.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175928.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175929.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175930.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175931.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175932.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175933.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175934.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175935.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175936.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175937.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175938.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175939.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175940.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175941.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175942.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175943.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175944.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175945.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175946.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175947.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175948.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175949.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175950.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175951.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175952.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175953.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175954.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175955.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175956.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175957.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175958.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175959.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175960.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175961.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175962.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175963.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175964.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175965.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175966.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175967.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175968.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175969.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175970.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175971.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175972.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175973.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175974.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175975.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175976.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175977.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175978.1 — 0.2 Mb, 0 hits in 0.00s
[offtarget]   NW_022175979.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175980.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175981.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175982.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175983.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175984.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175985.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175986.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175987.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175988.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175989.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175990.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175991.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175992.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175993.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175994.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175995.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175996.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175997.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175998.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022175999.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176000.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176001.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176002.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176003.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176004.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176005.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176006.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176007.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176008.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176009.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176010.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176011.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176012.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176013.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176014.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176015.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176016.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176017.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176018.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176019.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176020.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176021.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176022.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176023.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176024.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176025.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176026.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176027.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176028.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176029.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176030.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176031.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176032.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176033.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176034.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176035.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176036.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176037.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176038.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176039.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176040.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176041.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176042.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176043.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176044.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176045.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176046.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176047.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176048.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176049.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176050.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176051.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176052.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176053.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176054.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176055.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176056.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176057.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176058.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176059.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176060.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176061.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176062.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176063.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176064.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176065.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176066.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176067.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176068.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176069.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176070.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176071.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176072.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176073.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176074.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176075.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176076.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176077.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176078.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176079.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176080.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176081.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176082.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176083.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176084.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176085.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176086.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176087.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176088.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176089.1 — 0.3 Mb, 0 hits in 0.00s
[offtarget]   NW_022176090.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176091.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176092.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176093.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176094.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176095.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176096.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176097.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176098.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176099.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176100.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176101.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176102.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176103.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176104.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176105.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176106.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176107.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176108.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176109.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176110.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176111.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176112.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176113.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176114.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176115.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176116.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176117.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176118.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176119.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176120.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176121.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176122.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176123.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176124.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176125.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_022176126.1 — 0.0 Mb, 0 hits in 0.00s
