[offtarget] Loaded 37 unique guides, max_mismatches=3
[offtarget]   NW_018085121.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085122.1 — 0.2 Mb, 0 hits in 0.00s
[offtarget]   NW_018085123.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085124.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085125.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085126.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085127.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085128.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085129.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085130.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085131.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085132.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085133.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085134.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085135.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085136.1 — 0.6 Mb, 0 hits in 0.00s
[offtarget]   NW_018085137.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085138.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085139.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085140.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085141.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085142.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085143.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085144.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085145.1 — 0.2 Mb, 0 hits in 0.00s
[offtarget]   NW_018085146.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085147.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085148.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085149.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085150.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085151.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085152.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085153.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085154.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085155.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085156.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085157.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085158.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085159.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085160.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085161.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085162.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085163.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085164.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085165.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085166.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085167.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085168.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085169.1 — 0.3 Mb, 0 hits in 0.00s
[offtarget]   NW_018085170.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085171.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085172.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085173.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085174.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085175.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085176.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085177.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085178.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085179.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085180.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085181.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085182.1 — 0.2 Mb, 0 hits in 0.00s
[offtarget]   NW_018085183.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085184.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085185.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085186.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085187.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085188.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085189.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085190.1 — 0.2 Mb, 0 hits in 0.00s
[offtarget]   NW_018085191.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085192.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085193.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085194.1 — 0.4 Mb, 0 hits in 0.00s
[offtarget]   NW_018085195.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085196.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085197.1 — 0.2 Mb, 0 hits in 0.00s
[offtarget]   NW_018085198.1 — 0.3 Mb, 0 hits in 0.00s
[offtarget]   NW_018085199.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085200.1 — 1.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085201.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085202.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085203.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085204.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085205.1 — 0.3 Mb, 0 hits in 0.00s
[offtarget]   NW_018085206.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085207.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085208.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085209.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085210.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085211.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085212.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085213.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085214.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085215.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085216.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085217.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085218.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085219.1 — 0.3 Mb, 0 hits in 0.00s
[offtarget]   NW_018085220.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085221.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085222.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085223.1 — 0.2 Mb, 0 hits in 0.00s
[offtarget]   NW_018085224.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085225.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085226.1 — 0.2 Mb, 0 hits in 0.00s
[offtarget]   NW_018085227.1 — 0.3 Mb, 0 hits in 0.00s
[offtarget]   NW_018085228.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085229.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085230.1 — 0.2 Mb, 0 hits in 0.00s
[offtarget]   NW_018085231.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085232.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085233.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085234.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085235.1 — 0.4 Mb, 0 hits in 0.00s
[offtarget]   NW_018085236.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085237.1 — 1.4 Mb, 0 hits in 0.00s
[offtarget]   NW_018085238.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085239.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085240.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085241.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085242.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085243.1 — 0.2 Mb, 0 hits in 0.00s
[offtarget]   NW_018085244.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085245.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085246.1 — 0.3 Mb, 0 hits in 0.00s
[offtarget]   NW_018085247.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085248.1 — 0.2 Mb, 0 hits in 0.00s
[offtarget]   NW_018085249.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085250.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085251.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085252.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085253.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085254.1 — 0.4 Mb, 0 hits in 0.00s
[offtarget]   NW_018085255.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085256.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085257.1 — 2.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085258.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085259.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085260.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085261.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085262.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085263.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085264.1 — 0.2 Mb, 0 hits in 0.00s
[offtarget]   NW_018085265.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085266.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085267.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085268.1 — 0.3 Mb, 0 hits in 0.00s
[offtarget]   NW_018085269.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085270.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085271.1 — 0.2 Mb, 0 hits in 0.00s
[offtarget]   NW_018085272.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085273.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085274.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085275.1 — 0.2 Mb, 0 hits in 0.00s
[offtarget]   NW_018085276.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085277.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085278.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085279.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085280.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085281.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085282.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085283.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085284.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085285.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085286.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085287.1 — 0.2 Mb, 0 hits in 0.00s
[offtarget]   NW_018085288.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085289.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085290.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085291.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085292.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085293.1 — 0.9 Mb, 0 hits in 0.00s
[offtarget]   NW_018085294.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085295.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085296.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085297.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085298.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085299.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085300.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085301.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085302.1 — 0.6 Mb, 0 hits in 0.00s
[offtarget]   NW_018085303.1 — 0.6 Mb, 0 hits in 0.00s
[offtarget]   NW_018085304.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085305.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085306.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085307.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085308.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085309.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085310.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085311.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085312.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085313.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085314.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085315.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085316.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085317.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085318.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085319.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085320.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085321.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085322.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085323.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085324.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085325.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085326.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085327.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085328.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085329.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085330.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085331.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085332.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085333.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085334.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085335.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085336.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085337.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085338.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085339.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085340.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085341.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085342.1 — 0.2 Mb, 0 hits in 0.00s
[offtarget]   NW_018085343.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085344.1 — 0.7 Mb, 0 hits in 0.00s
[offtarget]   NW_018085345.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085346.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085347.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085348.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085349.1 — 0.2 Mb, 0 hits in 0.00s
[offtarget]   NW_018085350.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085351.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085352.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085353.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085354.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085355.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085356.1 — 0.7 Mb, 0 hits in 0.00s
[offtarget]   NW_018085357.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085358.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085359.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085360.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085361.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085362.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085363.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085364.1 — 0.4 Mb, 0 hits in 0.00s
[offtarget]   NW_018085365.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NW_018085366.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085367.1 — 0.1 Mb, 0 hits in 0.00s
[offtarget]   NW_018085368.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget]   NC_000845.1 — 0.0 Mb, 0 hits in 0.00s
[offtarget] Done. 0 total hits across 613 chroms in 3.9s → data/crispr_guides/offtargets_novel52_pig_3mm.csv
        3.93 real         3.27 user         0.90 sys
          2793897984  maximum resident set size
                   0  average shared memory size
                   0  average unshared data size
                   0  average unshared stack size
              170736  page reclaims
                   0  page faults
                   0  swaps
                   0  block input operations
                   0  block output operations
                   0  messages sent
                   0  messages received
                   0  signals received
                  17  voluntary context switches
               12235  involuntary context switches
         58705903359  instructions retired
         14558730939  cycles elapsed
          2790197672  peak memory footprint
